Sentences,Date,Trans_Ind,GL_Simpson_Dates_Ind,SU_TME_Update_ALL,HEIDEL_TME_Update,GL_ISO_DATES_CONVERSION,GL_ISO_DATES_SENT_CONVERSION,Anchor_Date,Anchor_Type,Tags_Clean,GL_TAGS_DATES_CORRECTED,date_binary,Has_Date,Has_DTE_GL,Has_DTE_CTN_GL,Has_DTE_REL_GL,Has_DTE_DUR,Has_DTE_UNCERTN,Has_DTE_CREF,Has_DTE_SET,Has_DTE_OTHER,Has_Age,GL_NER_Test,GL_Date_Norm_Test,Official_Test_NER,Test_NER_Unused,GL_NER
"DR. LAKSHMANAN: Yes, he did.",6/7/1995,236751,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: Did he also diagram it?,6/7/1995,236752,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: Yes, he did.",6/7/1995,236753,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Now, doctor, let me move--we will come back to this photograph and we will come back to the diagrams and the chart--protocols in a moment, but I would like to move to the photograph that is immediately to the right on this exhibit 352 of photograph B-20.",6/7/1995,236754,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"That has a marking of B-33, brain tissue sample.",6/7/1995,236755,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Do you see that, doctor?",6/7/1995,236756,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236757,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: Are you familiar with that particular sample that is shown in that photograph?,6/7/1995,236758,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: Yes, I am.",6/7/1995,236759,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: What is that?,6/7/1995,236760,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: That is a sample of the brain of Miss Simpson which was saved by our--by Dr. Golden during his autopsy which Dr.--which I saw when I reviewed the tissue samples with the Defense pathologist, Dr. Baden, and Dr. Wolf was also present at that time.",6/7/1995,236761,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: And that was on June 22nd of 1994?,6/7/1995,236762,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236763,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Now, you indicated that Dr. Golden saved this section of brain tissue; is that correct?",6/7/1995,236764,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236765,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: And it was saved in one of those jars that you showed us yesterday from the photographs?,6/7/1995,236766,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: Yes, the formalin containing jar.",6/7/1995,236767,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: Was there more than this--one sample of brain tissue saved by Dr. Golden from the autopsy of Nicole Brown Simpson?,6/7/1995,236768,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: There are several samples saved.,6/7/1995,236769,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Approximately how many samples were saved, and if up need to refresh your memory with something, please do so.",6/7/1995,236770,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: I have.,6/7/1995,236771,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"THE COURT: While he is refreshing his memory, Miss Clark.",6/7/1995,236772,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Brief pause.),6/7/1995,236773,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: In addition to this specimen which had the contusion, there were 13 sections of brain and brain stem of varying sizes.",6/7/1995,236774,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: That were preserved from the autopsy of Nicole Brown Simpson by Dr. Golden?,6/7/1995,236775,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236776,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: So if we include this section, we would have 14?",6/7/1995,236777,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236778,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: And doctor, did you examine each of the 14 sections grossly, that is, without the aid of a magnifying device or a microscope?",6/7/1995,236779,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: Yes, I did.",6/7/1995,236780,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: On June 22nd?,6/7/1995,236781,,,,,,,,"['O', 'O', 'S-PERSON', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",,['1'],1.0,1,1.0,,,,,,,,1,0,1,0,"['O', 'O', 'S-PERSON', 'O', 'O', 'B-DATE', 'E-DATE', 'O']"
"DR. LAKSHMANAN: Yes, I did.",6/7/1995,236782,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: At the same time that doctors Baden and Wolf could do so if they so desired?,6/7/1995,236783,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236784,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: When you did this, did you observe anything of significance to you in looking at the brain tissue that is shown in the photograph that is B-33?",6/7/1995,236785,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: There was evidence of hemorrhage on the surface of the brain which we refer to in medical terms as subarachnoid hemorrhage, S-U-B-A-R-A-C-H-N-O-I-D, hemorrhage, and underlining the hemorrhage on the surface because it is a section of the brain there was evidence of discoloration of the gray portion of the cerebral cortex and this was a contusion of the brain and it measured ten millimeters by four milliliters when we examined it on June 22, 1994.",6/7/1995,236786,,,,,,,,"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Token[26]: ""S-U-B-A-R-A-C-H-N-O-I-D', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'E-QUANTITY', 'O', 'B-QUANTITY', 'E-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",,['1'],1.0,1,,,,,,,,,1,0,1,0,"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Token[26]: ""S-U-B-A-R-A-C-H-N-O-I-D', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'E-QUANTITY', 'O', 'B-QUANTITY', 'E-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']"
"MR. KELBERG: Doctor, when that examination took place did either Dr. Baden or Dr. Wolf tell you anything regarding what, if any, observation they made of that tissue?",6/7/1995,236787,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: We were together and I--myself and Dr. Baden felt that this was a brain contusion.,6/7/1995,236788,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Did you identify that, without hearing from Dr. Baden, as--as to any view he might have?",6/7/1995,236789,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Absolutely.,6/7/1995,236790,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: And as to any view Dr. Wolf might have?,6/7/1995,236791,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Absolutely.,6/7/1995,236792,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: Were basically the three of you independently looking at this series of tissue samples?,6/7/1995,236793,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236794,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: And when you-- DR. LAKSHMANAN: But independently looking at it but collectively there was one sample there.,6/7/1995,236795,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Independently looking as you are three individuals, but you are all looking at the same thing?",6/7/1995,236796,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: Yes, yes.",6/7/1995,236797,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: All right.,6/7/1995,236798,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, doctor, how long did it take you in looking at that sample to think that there is something of significance, to you as a forensic pathologist, shown in that sample?",6/7/1995,236799,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Immediately you could realize that there was a pathology there.,6/7/1995,236800,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Why can you do that immediately, as a forensic pathologist?",6/7/1995,236801,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: Because if you look at the photograph here, (Indicating) , you see the normal gray/brown cortex and you see the white matter underlying that and that is a normal appearance and it is obvious that this part of the brain is discolored and hemorrhagic, that is there is bleeding into this part of the brain and that is how a contusion looks.",6/7/1995,236802,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: And doctor, when you use the term ""Contusion"" with this brain tissue, are you using it in the same terms that you have used it with respect to the photograph B-20?",6/7/1995,236803,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236804,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It is a bruising of the brain.,6/7/1995,236805,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: And as you have described in general with blunt force trauma that is of a contusion nature?,6/7/1995,236806,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236807,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Doctor, from your examination--and by the way, have you microscopically examined this tissue sample?",6/7/1995,236808,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236809,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: What, if any, significant findings did you make from that observation?",6/7/1995,236810,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: It was an acute--""Acute"" means fresh--contusion of the brain with hemorrhage.",6/7/1995,236811,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: What does the--what is the significance, if any, of the finding that it is an acute hemorrhage?",6/7/1995,236812,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: It could have occurred as--it occurred immediately after the injury, but it can be observable as early as a minute.",6/7/1995,236813,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: A minute after the injury was inflicted?,6/7/1995,236814,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236815,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: So if the person lived a minute with blood pressure, that the injury could get to a condition where it can be seen as it is in this photograph?",6/7/1995,236816,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236817,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: And then the person could be dead?,6/7/1995,236818,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: That's correct.,6/7/1995,236819,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: I'm not saying from this injury, but is this injury, in your opinion, a fatal injury?",6/7/1995,236820,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: No.,6/7/1995,236821,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: Why not?,6/7/1995,236822,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: Because it is a single contusion to the brain, but it is a marker for injury.",6/7/1995,236823,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: What does that mean?,6/7/1995,236824,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: That is, you could have this injury as part of the head injury which Miss Simpson sustained when the contusion to the brain was--contusion to the scalp, skin was sustained on the right side of the head, and by itself you can't call it a fatal injury because it is only a small portion of the brain which is endured, but it could be part--this could be associated with a concussion syndrome.",6/7/1995,236825,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No.,6/7/1995,236826,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"1, it could cause seizures sometimes but by itself you cannot say it can cause death like you can say with a stab wound or sharp force injury.",6/7/1995,236827,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: In order to gain context for that injury, what are you going to have to look for?",6/7/1995,236828,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: We need to know which side it was from and Dr. Golden's report indicates it was from the right side underlying the contusion--underlying the contusion of the skin.,6/7/1995,236829,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: We are going to get into that in a moment in more detail, but first, when a contusion to the brain is observed at autopsy, would it be the custom and practice in your office to retain that sample of brain tissue?",6/7/1995,236830,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236831,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: In retaining that sample of brain tissue would the forensic pathologist be expected to cut it in a fashion so that the entire area of the contusion is preserved?,6/7/1995,236832,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236833,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: From your observation on June 22nd, your observation of this photograph and your microscopic examination--or let me finish the question, please, doctor--from your examination microscopically can you determine whether all of the contusion in this area of Nicole Brown Simpson's brain was excised at autopsy?",6/7/1995,236834,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: The photograph we took was on the 30th.,6/7/1995,236835,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"The margins of the area we saw of the brain cortex did show hemorrhage in the margins, so I can't say with certainty whether the contusion which was seen was the extent of the contusion or there was any visible contusion which was left in the brain when this portion was resected.",6/7/1995,236836,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: For a little more clarity, at least for me, is this photograph, B-33, a fair and accurate representation of the tissue as you saw it with Dr. Baden and Dr. Wolf on June 22nd?",6/7/1995,236837,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: This photographer was taken on June 30th, which is not-- MR. KELBERG: I understand that.",6/7/1995,236838,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"My question, though, is irrespective of the difference in dates, is the photograph a fair and accurate representation of the tissue as you saw it on the 22nd?",6/7/1995,236839,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: No, because we took a section for microscopic study so the photograph we have reflects the injury, but I cannot say with certainty that it reflects the state of the contusion as we saw it on the 22nd, because we didn't take photographs on the 22nd.",6/7/1995,236840,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: You did not take photographs on the 22nd?,6/7/1995,236841,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: That's correct.,6/7/1995,236842,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: But did you, on or after the 22nd and before the 30th, take a sample of that tissue in order to prepare one or more microscopic slides?",6/7/1995,236843,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: It was done on the 30th.,6/7/1995,236844,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: And that was done before this photograph was taken?,6/7/1995,236845,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: A section was taken and this contusion was photographed at the same time.,6/7/1995,236846,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Well, was the photograph taken--I mean we don't see anything in the form of a cutting device in this photograph.",6/7/1995,236847,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: No.,6/7/1995,236848,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We have additional photographs which show the section we photographed also.,6/7/1995,236849,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: All right.,6/7/1995,236850,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Do you have a photograph which shows the section before any cutting for microscopic examination was performed?,6/7/1995,236851,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: I have to see my photographs, whether we have additional photographs.",6/7/1995,236852,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Could we have a moment for the doctor to do that, your Honor?",6/7/1995,236853,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Go ahead.,6/7/1995,236854,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Doctor, go ahead.",6/7/1995,236855,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Brief pause.),6/7/1995,236856,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Although at this point we might as well take a break.,6/7/1995,236857,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Well, I will get a few more minutes in doctor.",6/7/1995,236858,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Why don't you come back here, we can talk some more, and then you will have a chance to look for it over the noon hour.",6/7/1995,236859,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Doctor, the kind of brain tissue that is represented in photograph B-33 is what kind?",6/7/1995,236860,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: It is the cerebral cortex.,6/7/1995,236861,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: What is the cerebral cortex?,6/7/1995,236862,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: It is the outer surface of the brain.,6/7/1995,236863,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: Is it localized in certain areas of the brain?,6/7/1995,236864,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: It is mainly the surface of the brain and all the lobes of the brain.,6/7/1995,236865,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You have the same appearance grossly of the brain tissue.,6/7/1995,236866,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: Did you examine this tissue sample to try and determine with greater specificity what part of the brain it could have come from?,6/7/1995,236867,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236868,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I--I did a microscopic study--I examined the microscopic sections which were submitted and microscopically there was evidence of the internal granular layer.,6/7/1995,236869,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
The brain cortex has several layers and there is an internal granular layer present which would go along with it being from the parietal or temporal lobe of the brain.,6/7/1995,236870,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Would you show us, please, turning--this is from--well, let me start this way.",6/7/1995,236871,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Can you determine, from examination of the tissue sample, what side of the brain, right or left side, parietotemporal area that tissue come from?",6/7/1995,236872,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: You cannot tell the side.,6/7/1995,236873,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Can you tell it in any fashion, by either gross examination or microscopic examination?",6/7/1995,236874,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: Not from a small sample like this you cannot tell, but microscopically you cannot tell the side either.",6/7/1995,236875,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: Would you now--let's assume for just the sake of argument it is the right side.,6/7/1995,236876,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Would you turn to the right side for the jury to view and point out the area or areas from which this tissue sample would be consistent.,6/7/1995,236877,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: From this parietal area or temporal area.,6/7/1995,236878,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Actually I'm showing the outside of the head.,6/7/1995,236879,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
The brain has got a special structure on the inside.,6/7/1995,236880,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Just a rough demonstration of the anatomical location in the brain.,6/7/1995,236881,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Parietal here, (Indicating) , and temporal area here, (Indicating) .",6/7/1995,236882,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Your Honor, for the record, Dr. Lakshmanan is turning to face the jury with profile to the right side has circled with his finger the area just immediately in front of and slightly above the right top of the ear, as the temporal area.",6/7/1995,236883,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Is that correct, doctor?",6/7/1995,236884,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236885,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: And parietal area you circled, if you could do that one more time.",6/7/1995,236886,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: (Indicating) .,6/7/1995,236887,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: Is an area that is directly above the first area that I just described and circles a larger area of the--starting to get to the top of the head.,6/7/1995,236888,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Yes.,6/7/1995,236889,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: And doctor, obviously there is no way that you can show with us your brain because it is, I assume, safely encased within your skull.",6/7/1995,236890,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: At this time, yes.",6/7/1995,236891,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: At this time.,6/7/1995,236892,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
We will try and keep it in that condition.,6/7/1995,236893,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Can I have one moment, your Honor, with one diagram?",6/7/1995,236894,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Yes.,6/7/1995,236895,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Brief pause.),6/7/1995,236896,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Thank you, your Honor.",6/7/1995,236897,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
This is going to be board 5B out of our set 349.,6/7/1995,236898,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Brief pause.),6/7/1995,236899,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: And if Mr. Lynch, while counsel and the doctors are moving, could flip to the form 29.",6/7/1995,236900,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Brief pause.),6/7/1995,236901,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Doctor, this form 29, is this the form that was available for Dr. Golden during the course of the autopsy of Nicole Brown Simpson?",6/7/1995,236902,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236903,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: And does this in schematic form show the brain?,6/7/1995,236904,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236905,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. KELBERG: Can you show us on this form these areas that could be the areas from which the sample of brain tissue seen in photograph B-33 originated?,6/7/1995,236906,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: Yes.,6/7/1995,236907,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
For that I discussed briefly the anatomic description here.,6/7/1995,236908,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Your Honor, will you give me a few more minutes?",6/7/1995,236909,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Yes.,6/7/1995,236910,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Doctor, we will do so then.",6/7/1995,236911,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. LAKSHMANAN: This is the side view of the brain.,6/7/1995,236912,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"This is the--what we call as the cerebrum, c-e-r-e-b-r-u-m, and this is the portion of the brain called the cerebellum, c-e-r-e-b-e-l-l-u-m, and you have a smaller structure here which is the brain stem.",6/7/1995,236913,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"The anatomical regions; parietal, temporal lobes which we were discussing refers to this part of the cerebrum, (Indicating) .",6/7/1995,236914,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"The front--there is a--the brain, as you know, has convolutions on the surface and it is basically divided into a frontal lobe, parietal lobe, temporal lobe and occipital lobe, so the parietal lobe is somewhere this area, (Indicating) , and the temporal lobe is this area of the brain, (Indicating) .",6/7/1995,236915,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Doctor, before you go further, just briefly, so I can mark in where--I'm going to put f or frontal.",6/7/1995,236916,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: ""P"" for parietal.",6/7/1995,236917,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: ""P"" for parietal; ""T"" for temporal and ""O""-- DR. LAKSHMANAN: Occipital.",6/7/1995,236918,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: ""O"" for occipital on the lower right hand schematic.",6/7/1995,236919,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. LAKSHMANAN: So this is what I refer to when I say parietotemporal area and this is what I refer to when I said that microscopically there was internal granular layer present on the layers of the cortex, because the layers of the context have six layers.",6/7/1995,236920,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
The frontal area of the brain usually doesn't have a granular layer and it is usually a granular layer so that I can--how I see it is from a parietotemporal area.,6/7/1995,236921,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"The occipital lobes has also different areas but they are different areas, so just microscopically I can say that this is from the parietotemporal area.",6/7/1995,236922,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. KELBERG: Doctor, is this schematic showing the right side of the brain?",6/7/1995,236923,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
