Unnamed: 0,Sentences,Creation_Date,Date
255676,MR. DARDEN: So the gloves I showed you in court today then fit the descriptions given on this sales receipt?,,
255677,MS. VEMICH: Yes.,,
255678,"MR. DARDEN: Now, the style number on the sales receipt indicates 70268; is that correct?",,
255679,MS. VEMICH: Yes.,,
255680,MR. DARDEN: Did Bloomingdales ever sell an Aris glove style no.,,
255681,70268?,,
255682,"MS. VEMICH: No, they did not.",,
255683,"MR. DARDEN: To borrow a phrase, is that a mistake?",,
255684,MS. VEMICH: Yes.,,
255685,MR. DARDEN: Does that mistake--strike that.,,
255686,"The mistake is that the ""8"" should have been a ""3""?",,
255687,MS. VEMICH: Yes.,,
255688,"MR. COCHRAN: Your Honor, misleading.",,
255689,THE COURT: Sustained.,,
255690,The answer is stricken.,,
255691,Rephrase the question.,,
255692,"MR. DARDEN: Thank you, your Honor.",,
255693,MR. DARDEN: What is the mistake?,,
255694,"MS. VEMICH: The last digit should be a ""3,"" not an ""8.""",,
255695,MR. DARDEN: Has Bloomingdales ever purchased Aris glove style no.,,
255696,702268?,,
255697,MS. VEMICH: No.,,
255698,MR. DARDEN: Do you know whether or not Aris style no.,,
255699,70268 has ever been sold in the United States?,,
255700,MS. VEMICH: Not that I--I don't know.,,
255701,"MR. DARDEN: May I have one moment, your Honor?",,
255702,THE COURT: Certainly.,,
255703,(Brief pause.),,
255704,"MR. DARDEN: Now, does the sales receipt indicate the size of the glove?",,
255705,"MS. VEMICH: No, it does not.",,
255706,MR. DARDEN: Does it indicate the color of the glove?,,
255707,"MS. VEMICH: No, it does not.",,
255708,MR. DARDEN: Is there way for you to tell us that the two gloves I showed you here in court were purchased during the transaction shown here in People's 372-A?,,
255709,MS. VEMICH: No.,,
255710,MR. DARDEN: Okay.,,
255711,Is there a date on that transaction record?,,
255712,MS. VEMICH: Yes.,,
255713,The date is December 18.,,
255714,"MR. DARDEN: If we could go down to the bottom of the document, Mr. Fairtlough.",,
255715,(Brief pause.),,
255716,"MR. DARDEN: Now, at the bottom to the right of the document do you see some numbers beginning with ""3713""?",,
255717,MS. VEMICH: Yes.,,
255718,MR. DARDEN: And what are those numbers?,,
255719,MS. VEMICH: It appears to be an American Express number.,,
255720,MR. DARDEN: Okay.,,
255721,And is there a signature on the credit card receipt?,,
255722,MS. VEMICH: Yes.,,
255723,MR. DARDEN: Can you read that signature to us?,,
255724,MS. VEMICH: Nicole Brown.,,
255725,MR. DARDEN: Thank you.,,
255726,That is all I have.,,
255727,THE COURT: Mr. Cochran.,,
255728,(Discussion held off the record between Defense counsel.),,
255729,"MR. COCHRAN: Thank you very kindly, your Honor.",,
255730,"C ROSS-EXAMINATION BY MR. COCHRAN MR. COCHRAN: Good afternoon, Miss Vemich.",,
255731,MS. VEMICH: Hello.,,
255732,MR. COCHRAN: How are you?,,
255733,MS. VEMICH: Good.,,
255734,"MR. COCHRAN: Good afternoon, ladies and gentlemen.",,
255735,THE JURY: Good afternoon.,,
255736,"MR. COCHRAN: Now, as I understand your testimony, Miss Vemich, what you've told us is that if we look at this Bloomingdales glove purchase receipt there, you can't tell us the color of the gloves purchased; is that right?",,
255737,MS. VEMICH: That's right.,,
255738,MR. COCHRAN: You can't tell us the size of the gloves purchased; is that correct?,,
255739,MS. VEMICH: Correct.,,
255740,"MR. COCHRAN: And as I understand from looking at the receipt, this purchase of two pair of gloves was made on December 18 of 1990; is that correct?",,
255741,Is that your understanding?,,
255742,MS. VEMICH: Yes.,,
255743,"MR. COCHRAN: And further, if we are to look at the style number of these gloves, 70268 there, if I can make--Jonathan--move on to 70268, please.",,
255744,That style no.,,
255745,"70268, you are telling us that that was not a style number that Bloomingdales purchased from Aris Isotoner in 1990?",,
255746,Is that what you indicate?,,
255747,MS. VEMICH: I'm indicating that that is not a style number that existed at Bloomingdales ever.,,
255748,MR. COCHRAN: All right.,,
255749,"Well, let me ask you this: Is the numbering 70268, is that a style number that existed with Aris Isotoner in 1990?",,
255750,MS. VEMICH: Not that I know of.,,
255751,MR. COCHRAN: Have you done any checking in that regard?,,
255752,MS. VEMICH: I have inquired.,,
255753,MR. COCHRAN: All right.,,
255754,And who did you inquire of?,,
255755,MS. VEMICH: I called to see--I called Aris Isotoner to see if that number existed.,,
255756,MR. COCHRAN: And where did you call?,,
255757,MS. VEMICH: I called the New York office.,,
255758,"MR. COCHRAN: And who--do you know the name of the person that you spoke with, ma'am?",,
255759,MS. VEMICH: At the time Steph Fogelson.,,
255760,MR. COCHRAN: Steph Fogelson?,,
255761,MS. VEMICH: Yes.,,
255762,MR. COCHRAN: Do you have a report from Steph Fogelson?,,
255763,"MS. VEMICH: No, not really.",,
255764,He was not sure.,,
255765,THE COURT: Do you know how to spell Steph Fogelson for our court reporter?,,
255766,MS. VEMICH: F-o-g-e-l-s-o-n.,,
255767,THE COURT: How do you spell the first name?,,
255768,"MS. VEMICH: Steph, s-t-e-p-h.",,
255769,THE COURT: Thank you.,,
255770,"MR. COCHRAN: What was the time of that conversation with Steph Fogelson, ma'am?",,
255771,"MS. VEMICH: It was the time when I was shown a receipt at Bloomingdales and when I started to inquire what the merchandise was, umm, the 70268--my record showed 70263.",,
255772,This was 70268.,,
255773,"I had no record of 70268, so I called the resource and asked them if it ever existed.",,
255774,MR. COCHRAN: Back to my question now.,,
255775,What was the date that you called Mr. Fogelson?,,
255776,MS. VEMICH: Probably sometime in January.,,
255777,MR. COCHRAN: Of what year?,,
255778,MS. VEMICH: Of this year.,,
255779,"MR. COCHRAN: So January of 1995 you called him and you found out, did you not, that the style no.",,
255780,70268 did in fact exist with Aris Isotoner gloves and in fact it had been assigned to a customer named Harry; isn't that correct?,,
255781,"MR. DARDEN: Objection, hearsay.",,
255782,THE COURT: Sustained.,,
255783,MS. VEMICH: Could you repeat the question.,,
255784,MR. COCHRAN: Let me rephrase the question.,,
255785,THE COURT: Please.,,
255786,"MR. COCHRAN: Thank you, your Honor.",,
255787,"MR. COCHRAN: Did you find out, in the course of your conversation, first of all, that Aris Isotoner did in fact have a style number of 70268?",,
255788,MR. DARDEN: Objection.,,
255789,MR. COCHRAN: That was a style number that they produced?,,
255790,"MR. DARDEN: Objection, hearsay.",,
255791,THE COURT: Sustained.,,
255792,MS. VEMICH: I still don't understand the question.,,
255793,"MR. COCHRAN: Well, you don't have to answer that.",,
255794,THE COURT: When there is an objection and I sustain the objection you don't have to answer the question.,,
255795,MS. VEMICH: Thank you.,,
255796,MR. COCHRAN: All right.,,
255797,"The purpose, as I understand your call, was to find out about other style numbers were produced by Aris Isotoner; is that correct?",,
255798,MS. VEMICH: Yes.,,
255799,"MR. COCHRAN: And you had a conversation with Mr. Steph Fogelson in which you inquired as to whether or not there were other style numbers produced by Aris Isotoner, specifically whether or not there was a 70268 style number produced, did you not?",,
255800,MS. VEMICH: Yes.,,
255801,MR. DARDEN: Objection.,,
255802,MR. COCHRAN: Yes or no.,,
255803,THE COURT: Overruled.,,
255804,You can answer that question yes or no.,,
255805,MS. VEMICH: Yes.,,
255806,"MR. COCHRAN: You asked that question, didn't you?",,
255807,"MS. VEMICH: I asked the question, yes.",,
255808,MR. COCHRAN: Just say yes or no.,,
255809,All right.,,
255810,Did you get an answer to that question?,,
255811,"MS. VEMICH: No, I did not.",,
255812,MR. COCHRAN: Did you get anything in writing with regard to that question?,,
255813,"MS. VEMICH: No, I did not.",,
255814,MR. COCHRAN: Prior to your testifying here today have you ever seen a report from a Mr. Fogelson who purports to be the general manager of Aris Isotoner gloves and knits department?,,
255815,MS. VEMICH: No.,,
255816,MR. COCHRAN: You have never seen such a report?,,
255817,MS. VEMICH: No.,,
255818,"MR. COCHRAN: Have you ever heard the name Hering  before, H-E-R-I-N-G?",,
255819,MS. VEMICH: No.,,
255820,"MR. COCHRAN: Now, with regard to this purchase back on December 18 of 1990, you at that time were a buyer for Bloomingdales; is that correct?",,
255821,MS. VEMICH: Yes.,,
255822,MR. COCHRAN: You were not the sales person in this transaction; is that correct?,,
255823,MS. VEMICH: No.,,
255824,MR. COCHRAN: And you don't--you didn't see who may have purchased this two pair of gloves on that particular evening or that day?,,
255825,MS. VEMICH: No.,,
255826,"MR. COCHRAN: From the number of the employee, you do know if was a person by the name of Phipps who basically waited on this particular customer; is that correct?",,
255827,MS. VEMICH: Yes.,,
255828,MR. COCHRAN: And have you talked to Miss Phipps?,,
255829,MS. VEMICH: Yes.,,
255830,MR. COCHRAN: She is in this building?,,
255831,MS. VEMICH: Yes.,,
255832,MR. COCHRAN: Today?,,
255833,MS. VEMICH: Yes.,,
255834,"MR. COCHRAN: You talked to her today, I presume?",,
255835,MS. VEMICH: Yes.,,
255836,MR. COCHRAN: You have also talked to Mr. Rubin today also?,,
255837,MS. VEMICH: Yes.,,
255838,"MR. COCHRAN: Now, with regard to this transaction that Mr. Darden asked you some questions about, as I understand it, there is nothing on this particular sales slip that tells us this is an Aris Isotoner glove, is there?",,
255839,MS. VEMICH: Yes.,,
255840,The vendor number tells that it is an Aris.,,
255841,MR. COCHRAN: Yes.,,
255842,"MS. VEMICH: And the style number and the price, $55.00, tells me that it is an Aris leather light glove.",,
255843,"MR. COCHRAN: But then when you look at the style number, that is a style number that was not a style number assigned to Bloomingdales; isn't that correct?",,
255844,MS. VEMICH: All except the last number.,,
255845,"MR. COCHRAN: I'm asking you, is that number--that is not a number that was assigned to Bloomingdales, was it?",,
255846,MS. VEMICH: It was not a number that was assigned to Bloomingdales.,,
255847,MR. COCHRAN: All right.,,
255848,"And Mr. Darden pointed out, that is a mistake, you believe?",,
255849,"MS. VEMICH: Yes, I do.",,
255850,MR. COCHRAN: But you were not present at the time of this purchase; is that correct?,,
255851,"MS. VEMICH: No, I was not.",,
255852,MR. COCHRAN: And what you have been asked to do is to look at some records that are now approximately four and a half years old; is that correct?,,
255853,MS. VEMICH: Yes.,,
255854,MR. COCHRAN: And to try and interpret them for us; isn't that correct?,,
255855,MS. VEMICH: Yes.,,
255856,"MR. COCHRAN: Now, these particular gloves that were shown to you during the break, was that the first time that you had seen these particular gloves?",,
255857,MS. VEMICH: No.,,
255858,MR. COCHRAN: When had you seen them before?,,
255859,MS. VEMICH: In January.,,
255860,MR. COCHRAN: And where did you see them at that time?,,
255861,MS. VEMICH: I saw them I believe at the evidence place.,,
255862,MR. COCHRAN: At the police department?,,
255863,MS. VEMICH: Yes.,,
255864,"MR. COCHRAN: In other words, you came out here--you live in California?",,
255865,"MS. VEMICH: No, I live in New York.",,
255866,MR. COCHRAN: All right.,,
255867,So you came out here from New York and you looked at the gloves at that time?,,
255868,MS. VEMICH: Yes.,,
255869,MR. COCHRAN: All right.,,
255870,"So when we saw these during the recess today, was that the second time that you had seen them?",,
255871,MS. VEMICH: Yes.,,
255872,"MR. COCHRAN: And who, may I ask, was present at the time you saw them in January?",,
255873,MS. VEMICH: Phil Vannatter.,,
255874,MR. COCHRAN: Detective Vannatter.,,
255875,Anyone else?,,
255876,MS. VEMICH: Detective Lange.,,
255877,MR. COCHRAN: All right.,,
255878,Anyone else?,,
255879,"MS. VEMICH: There could have been someone else, but I didn't know the name.",,
255880,MR. COCHRAN: All right.,,
255881,Those are the only ones you can recall at this point?,,
255882,MS. VEMICH: Yes.,,
255883,MR. COCHRAN: All right.,,
255884,"And you didn't make any reports or anything regarding that particular visit, did you?",,
255885,MS. VEMICH: No.,,
255886,MR. COCHRAN: And I think we've established that you can't tell from this receipt either the color or the size of these particular gloves; is that correct?,,
255887,MS. VEMICH: From the receipt?,,
255888,MR. COCHRAN: Yes.,,
255889,MS. VEMICH: No.,,
255890,"MR. COCHRAN: Now, with regard to the gloves--and if we might see the gloves, your Honor?",,
255891,"THE COURT: Which one do you want, Mr. Cochran?",,
255892,MR. COCHRAN: Let's start with the right glove.,,
255893,"MR. DARDEN: Your Honor, I think Mr. Cochran is going to have to change his gloves.",,
255894,"MR. COCHRAN: Yes, your Honor.",,
255895,"We have certainly made everybody more sensitive about gloves around here, your Honor, and I will be glad to.",,
255896,(Brief pause.),,
255897,THE COURT: All right.,,
255898,The record should reflect Mr.,,
255899,Wooden has put another piece of clean paper on the shelf before the witness.,,
255900,"MR. COCHRAN: Thank you, your Honor.",,
255901,(Discussion held off the record between Deputy District Attorney and Defense counsel.),,
255902,"MR. COCHRAN: May I approach, your Honor?",,
255903,THE COURT: You may.,,
255904,"MR. COCHRAN: For the record, your Honor, I'm taking People's exhibit no.",,
255905,9 for identification out and I'm going to place this before the witness.,,
255906,THE COURT: Actually that is LAPD item no.,,
255907,"9, People's 164-A: MR. COCHRAN: Thank you, your Honor.",,
255908,Item no.,,
255909,"9, yes.",,
255910,"MR. COCHRAN: Now, this is--this particular glove that I placed here is one of the items that you saw back in January; is that correct?",,
255911,MS. VEMICH: Yes.,,
255912,MR. COCHRAN: And this is one of the items that you saw here in court today; is that correct?,,
255913,MS. VEMICH: Yes.,,
255914,"MR. COCHRAN: And if we are to look inside this particular item, it has some kind of a lining.",,
255915,"And is that cashmere lining, as far as you know?",,
255916,MS. VEMICH: Yes.,,
255917,"MR. COCHRAN: And in this particular glove, which I guess is the right glove, there are no markings in this glove that came from the factory, are there?",,
255918,"MS. VEMICH: Not, no, no.",,
255919,MR. COCHRAN: There are no markings that came from the factory; is that correct?,,
255920,MS. VEMICH: No.,,
255921,MR. COCHRAN: All right.,,
255922,The writing inside this glove was placed by someone at a later time; is that correct?,,
255923,MS. VEMICH: Yes.,,
255924,MR. COCHRAN: This is a brown glove; is that correct?,,
255925,MS. VEMICH: Yes.,,
255926,MR. COCHRAN: Can you tell the size of this glove from looking at it?,,
255927,MS. VEMICH: Yes.,,
255928,It appears to be an extra large glove.,,
255929,"MR. COCHRAN: May I try this on, your Honor?",,
255930,MR. COCHRAN: Supposed to be an extra large glove?,,
255931,MS. VEMICH: Yes.,,
255932,"MR. COCHRAN: Are these gloves, do they come--where are they made?",,
255933,MS. VEMICH: They are made in the Philippines.,,
255934,MR. COCHRAN: Do they come--the extra large is kind of small?,,
255935,"MS. VEMICH: No, but they stretch.",,
255936,MR. COCHRAN: I see.,,
255937,So this is a--this is a normal extra large glove; is that correct?,,
255938,MS. VEMICH: Yes.,,
255939,MR. COCHRAN: But you are saying they stretch?,,
255940,"MS. VEMICH: Yes, but that doesn't fit you.",,
255941,MR. COCHRAN: It is too small?,,
255942,MS. VEMICH: It is too big.,,
255943,"MR. COCHRAN: Since I'm wearing it, it seems too small for me, but we won't argue about that.",,
255944,"You are saying-- MR. COCHRAN: Your Honor, I would like to get the other glove out, if I might, and change gloves.",,
255945,(Brief pause.),,
255946,THE COURT: Mr.,,
255947,Wooden.,,
255948,(Brief pause.),,
255949,(Discussion held off the record between Deputy District Attorney and Defense counsel.),,
255950,"MR. COCHRAN: May I approach again, your Honor?",,
255951,THE COURT: You may.,,
255952,"MR. COCHRAN: I believe this purports to be the left-handed glove, your Honor.",,
255953,"THE COURT: Yes, People's 77.",,
255954,MR. COCHRAN: People's 77.,,
255955,"MR. COCHRAN: And this People's 77, if you know, does that appear to be at least similar to the other glove that you saw back in January of 1995?",,
255956,MS. VEMICH: Yes.,,
255957,MR. COCHRAN: I presume that you did not put your initials on either of gloves at that time; is that correct?,,
255958,MS. VEMICH: My initials?,,
255959,MR. COCHRAN: Yes.,,
255960,"You didn't put your initials on either glove, did you?",,
255961,MS. VEMICH: No.,,
255962,MR. COCHRAN: All right.,,
255963,"You were just present with Detectives Vannatter and Lange at the time that these gloves were displayed to you; is that correct, ma'am?",,
255964,MS. VEMICH: Yes.,,
255965,"MR. COCHRAN: And at the time when you saw Detectives Vannatter and Lange handle these gloves at that time, were they using any kind of paper like this?",,
255966,MS. VEMICH: Yes.,,
255967,"MR. COCHRAN: Were they using any gloves, if you recall?",,
255968,MS. VEMICH: Absolutely.,,
255969,"MR. COCHRAN: You recall that, do you?",,
255970,"MS. VEMICH: Yes, because I touched the gloves and I had to use the latex gloves and the butcher paper and-- MR. COCHRAN: And this--this particular glove has a label inside of it; is that correct?",,
255971,MS. VEMICH: Yes.,,
255972,"MR. COCHRAN: And the label says ""Aris""; is that correct?",,
255973,MS. VEMICH: Yes.,,
255974,MR. COCHRAN: And it is a cashmere lined?,,
255975,MS. VEMICH: Yes.,,
255976,"MR. COCHRAN: And it says ""Made in Philippines.""",,
255977,MS. VEMICH: Yes.,,
255978,"MR. COCHRAN: And it says ""Extra large""; is that correct?",,
255979,MS. VEMICH: Yes.,,
255980,MR. COCHRAN: Is there any other--is there a particular lot or style number in either of these gloves indicating this is a 70263 glove?,,
255981,"MS. VEMICH: No, not that I know of.",,
255982,"MR. COCHRAN: Well, do you want to take a look?",,
255983,MS. VEMICH: I already looked.,,
255984,MR. COCHRAN: So is it in there?,,
255985,"MS. VEMICH: Not to the visible eye, no.",,
255986,MR. COCHRAN: All right.,,
255987,Well--not to the visible eye?,,
255988,MS. VEMICH: Right.,,
255989,MR. COCHRAN: All right.,,
255990,Did you use anything other than the visible eye to try to determine that?,,
255991,MS. VEMICH: That is what I used.,,
255992,MR. COCHRAN: That is what you used?,,
255993,MS. VEMICH: Yes.,,
255994,"MR. COCHRAN: You did not see anything that indicated 70263, did you?",,
255995,"MS. VEMICH: No, I did not.",,
255996,MR. COCHRAN: Did you see anything that indicated 70268?,,
255997,MS. VEMICH: No.,,
255998,MR. COCHRAN: Did you ever have a conversation with Detective Vannatter in which you discussed the subject of whether or not Detective Vannatter ever spoke with Mr. Steph Fogelson?,,
255999,"MR. DARDEN: Objection, irrelevant.",,
256000,THE COURT: Overruled.,,
256001,MS. VEMICH: I don't know if he had a conversation with Steph Fogelson.,,
256002,MR. COCHRAN: That wasn't my question.,,
256003,Did you ever have a conversation with him wherein you discussed whether or not you had ever talked to Mr. Fogelson?,,
256004,MS. VEMICH: No.,,
256005,MR. COCHRAN: And is this--this is supposedly also an extra large glove?,,
256006,"MS. VEMICH: Yes, it is.",,
256007,"MR. COCHRAN: Now, prior to coming here to testify today have you had occasion to watch these proceedings on television?",,
256008,MS. VEMICH: I work so only--the answer is not too much.,,
256009,MR. COCHRAN: Well-- MS. VEMICH: Except on the news.,,
256010,MR. COCHRAN: Let's get back to my question.,,
256011,Have you watched these proceedings on television?,,
256012,"MS. VEMICH: Sometimes, yes.",,
256013,MR. COCHRAN: And that was during the course of this past year; is that correct?,,
256014,MS. VEMICH: Yes.,,
256015,MR. COCHRAN: When did you receive your subpoena or that you were advised to testify in this matter?,,
256016,MS. VEMICH: I didn't receive a subpoena.,,
256017,"MR. COCHRAN: You were told that you were going to testify at some point, however?",,
256018,MS. VEMICH: Yes.,,
256019,MR. COCHRAN: When was that?,,
256020,MS. VEMICH: Yesterday--Tuesday at 4:30.,,
256021,"MR. COCHRAN: Well, you live in New York, right?",,
256022,MS. VEMICH: Yes.,,
256023,MR. COCHRAN: And you were told Tuesday at 4:30.,,
256024,Were you out here when you were told that?,,
256025,MS. VEMICH: No.,,
256026,MR. COCHRAN: You were still in New York?,,
256027,MS. VEMICH: Yes.,,
256028,MR. COCHRAN: And when you came out here in January did you expect you might be testifying in this matter?,,
256029,MS. VEMICH: I wasn't sure.,,
256030,MR. COCHRAN: But you were told that you were a potential witness; is that correct?,,
256031,MS. VEMICH: Yes.,,
256032,MR. COCHRAN: And you were called yesterday and told to come to testify; is that correct?,,
256033,MS. VEMICH: Today is Thursday?,,
256034,Tuesday.,,
256035,I was called.,,
256036,MR. COCHRAN: Tuesday you were told and then you came to California yesterday?,,
256037,MS. VEMICH: Yes.,,
256038,"MR. COCHRAN: And did you talk with the District Attorney's office, or representatives thereof, before you testified today?",,
256039,MS. VEMICH: Yes.,,
256040,MR. COCHRAN: Who did you talk with?,,
256041,"MS. VEMICH: Umm, Patty Jo Fairbanks.",,
256042,MR. COCHRAN: And who else?,,
256043,MS. VEMICH: Chris Darden.,,
256044,MR. COCHRAN: Mr. Darden here?,,
256045,MS. VEMICH: Yes.,,
256046,MR. COCHRAN: Had you talked with Mr. Darden back in January of this year?,,
256047,"MS. VEMICH: No, I did not.",,
256048,"MR. COCHRAN: Now, is your testimony that Bloomingdales sold 300 pairs of extra large Aris Isotoner gloves, brown--was that back in 1990?",,
256049,"MR. DARDEN: Objection, misstates the testimony.",,
256050,MR. COCHRAN: I'm asking.,,
256051,THE COURT: Overruled.,,
256052,MR. COCHRAN: Is that correct?,,
256053,MS. VEMICH: I was asked how many pairs were purchased in brown.,,
256054,MR. COCHRAN: All right.,,
256055,MS. VEMICH: And I said approximately 300 were purchased in brown.,,
256056,MR. COCHRAN: Purchased by customers; is that correct?,,
256057,"MS. VEMICH: No, purchased for Bloomingdales to sell.",,
256058,MR. COCHRAN: All right.,,
256059,Purchased to sell to customers; is that correct?,,
256060,MS. VEMICH: Correct.,,
256061,MR. COCHRAN: Over what period of time were these 300 pairs purchased by Bloomingdales?,,
256062,MS. VEMICH: Between October and December.,,
256063,MR. COCHRAN: Of what year?,,
256064,MS. VEMICH: `90.,,
256065,MR. COCHRAN: All right.,,
256066,"So between the period October to December, 1990, Bloomingdales purchased 300 pairs of Aris Isotoner brown gloves; is that correct?",,
256067,MS. VEMICH: Extra large.,,
256068,MR. COCHRAN: All right.,,
256069,Are you aware that the original order by Bloomingdales of Aris light gloves was approximately 6000 pairs?,,
256070,"MS. VEMICH: The original order for Aris leather lights were 12,000 pair.",,
256071,MR. COCHRAN: All right.,,
256072,"Well, let's talk about that.",,
256073,"It wasn't 6000 pairs; it was 12,000?",,
256074,"MS. VEMICH: The purchase was approximately ten to 12,000 pair.",,
256075,MR. COCHRAN: All right.,,
256076,"Which was it, ten or twelve?",,
256077,MS. VEMICH: Between ten and twelve.,,
256078,MR. COCHRAN: All right.,,
256079,When was that--when was that original order?,,
256080,MS. VEMICH: For October delivery.,,
256081,MR. COCHRAN: All right.,,
256082,"So we could expect then they received somewhere between ten or 12,000 pairs of these Aris light gloves shortly after October and for October of 1990; is that correct?",,
256083,MS. VEMICH: Yes.,,
256084,MR. COCHRAN: And what you are telling us is that during the period between October and the end of the year--strike that.,,
256085,"Of that number, 300 were of the extra large brown variety; is that correct?",,
256086,MS. VEMICH: Yes.,,
256087,MR. COCHRAN: Do you know how many you sold during that period of the 300 pairs that were brown extra large?,,
256088,MS. VEMICH: Approximately 200 were sold.,,
256089,MR. COCHRAN: 200 of the 300?,,
256090,MS. VEMICH: (no audible response.),,
256091,MR. COCHRAN: And how do you know that?,,
256092,MS. VEMICH: It is about a 65 percent sell-through and that is an average normal sell-through for gloves during a fall season.,,
256093,MR. COCHRAN: All right.,,
256094,So are you giving us your estimate or are there some records you referred to prior to coming to California?,,
256095,MS. VEMICH: I'm giving you an estimate or an approximation of what I believe sold.,,
256096,MR. COCHRAN: Okay.,,
256097,So have you--let me ask you this: Have you had occasion to go and actually check what was sold between October and December of 1990 regarding these gloves?,,
256098,MS. VEMICH: I don't have documentation that proves that.,,
256099,MR. COCHRAN: Okay.,,
256100,I understand.,,
256101,What you then have given this jury is your best estimate of what would happen in a sale over Christmas time and in the fall; is that correct?,,
256102,"MS. VEMICH: Yes, on this particular glove.",,
256103,MR. COCHRAN: And this is garnered over your experience; is that correct?,,
256104,MS. VEMICH: Yes.,,
256105,MR. COCHRAN: All right.,,
256106,So it could have been more or it would have been less; is that correct?,,
256107,MS. VEMICH: Could have been.,,
256108,MR. COCHRAN: All right.,,
256109,"But you have no records to back that up, do you?",,
256110,MS. VEMICH: I have records that back up--that back up that approximately 65 percent sell-through on leather gloves or gloves during a fall season is a very good estimate.,,
256111,"MR. COCHRAN: I understand that, but you don't have any records to say the exact number, do you, ma'am?",,
256112,"MS. VEMICH: No, I do not.",,
256113,MR. COCHRAN: Okay.,,
256114,So we will accept the fact that about 65 percent you believe could have been sold during this period; is that correct?,,
256115,MS. VEMICH: Yes.,,
256116,MR. COCHRAN: That is how you arrive at the number of 200; is that correct?,,
256117,MS. VEMICH: Right.,,
256118,"MR. COCHRAN: Now, if you know, are there any knock-offs of these gloves that are sold, at least back in 1990 or produced?",,
256119,MS. VEMICH: Not that I know of because of the distinct characteristics.,,
256120,"MR. COCHRAN: So you are not aware of any knock-offs, are you?",,
256121,"MS. VEMICH: No, I am not.",,
256122,"MR. COCHRAN: With regard to the two gloves that I put before you, you can't tell by looking at those gloves whether actually they are an actual pair, can you?",,
256123,MS. VEMICH: They appear to be a pair.,,
256124,"MR. COCHRAN: They look similar, don't they?",,
256125,MS. VEMICH: They sure do.,,
256126,"MR. COCHRAN: But there is no way you can tell whether those gloves were purchased at the same time, can you?",,
256127,"MS. VEMICH: No, no.",,
256128,"MR. COCHRAN: You can't do that, can you?",,
256129,MS. VEMICH: No.,,
256130,MR. COCHRAN: In your business have you had occasion to do any investigations regarding so-called knock-offs of these kind of gloves?,,
256131,MS. VEMICH: Sure.,,
256132,"As a buyer I think that it is very important to be aware of what is going on in the marketplace, so yes, I study, I go to competition, I go to stores.",,
256133,I get the opportunity to see every single glove manufactured.,,
256134,"I go into factories, et cetera, and I have not seen a knock-off of these gloves.",,
256135,MR. COCHRAN: All right.,,
256136,"Now, with regard to the bar coding of this particular number-- MS. VEMICH: Uh-huh.",,
256137,MR. COCHRAN: --bar coding is a procedure by which you would swipe the glove through some kind of electronic procedure and you would actually get the number up; is that correct?,,
256138,MS. VEMICH: Yes.,,
256139,"MR. COCHRAN: And as I understand your testimony, in December of 1990 when Miss Phipps made this particular purchase, you did not have bar coding at Bloomingdales is that right?",,
256140,"MS. VEMICH: Not at that time, no.",,
256141,MR. COCHRAN: So that the style number that Mr. Fairtlough has been kind enough to put up there for us was manually entered; is that correct?,,
256142,MS. VEMICH: Yes.,,
256143,MR. COCHRAN: And hence we got this no.,,
256144,70268; is that correct?,,
256145,MS. VEMICH: Yes.,,
256146,MR. COCHRAN: Have you checked the other numbers that were on that particular receipt?,,
256147,MS. VEMICH: Yes.,,
256148,MR. COCHRAN: You have done that?,,
256149,MS. VEMICH: Yes.,,
256150,MR. COCHRAN: Do any of your receipts or any of the receipts you had back at that time spell out either the color or the size of a particular item at all?,,
256151,"MS. VEMICH: No, they do not.",,
256152,"MR. COCHRAN: With regard to the prices of gloves back in December of 1990, I presume that Bloomingdales sold a number of different kind of gloves at that time; is that correct?",,
256153,MS. VEMICH: Yes.,,
256154,MR. COCHRAN: And were there other gloves that were of the same price or the same discount accorded during December of 1990 as Aris Isotoner?,,
256155,MS. VEMICH: Not at the same price.,,
256156,MR. COCHRAN: There were no other gloves in which the discount rate would be thirty percent?,,
256157,MS. VEMICH: No.,,
256158,MR. COCHRAN: At that time?,,
256159,Are you sure about that?,,
256160,Do you have records to that effect?,,
256161,"MS. VEMICH: No, but I remember very clearly, because I spent a great deal of time on the selling floor selling gloves personally myself.",,
256162,"I was very involved on each style and understanding what made it sell, what made it not sell.",,
256163,"And I know that there were no other gloves at $55.00, specifically from Aris, Aris.",,
256164,"MR. COCHRAN: That was back in 1990, you remember this and you know that?",,
256165,"MS. VEMICH: Yes, I remember this.",,
256166,"MR. COCHRAN: Were there any other gloves, other than Aris gloves, that sold for that approximate price, $55.00, back in December of 1990?",,
256167,MS. VEMICH: I don't recall.,,
256168,MR. COCHRAN: That is what I'm asking.,,
256169,I wasn't just talking about Aris; I was talking about any gloves.,,
256170,MS. VEMICH: Okay.,,
256171,"MR. COCHRAN: In Bloomingdales in December of 1990, were there others or can you not tell us?",,
256172,MS. VEMICH: I can't recall.,,
256173,MR. COCHRAN: All right.,,
256174,"May I have just a second, your Honor?",,
256175,THE COURT: Certainly.,,
256176,(Brief pause.),,
256177,"MR. COCHRAN: These gloves that were ordered from Aris, were they shipped to Bloomingdales in October or were they shipped in August, if you know?",,
256178,MS. VEMICH: They were shipped in the fall season.,,
256179,They were shipped on several different orders depending on how the manufacturer shipped.,,
256180,They came into--into our warehouse approximately October through the beginning of December.,,
