Sentences,Date,Trans_Ind,GL_Simpson_Dates_Ind,SU_TME_Update_ALL,HEIDEL_TME_Update,GL_ISO_DATES_CONVERSION,GL_ISO_DATES_SENT_CONVERSION,Anchor_Date,Anchor_Type,Tags_Clean,GL_TAGS_DATES_CORRECTED,date_binary,Has_Date,Has_DTE_GL,Has_DTE_CTN_GL,Has_DTE_REL_GL,Has_DTE_DUR,Has_DTE_UNCERTN,Has_DTE_CREF,Has_DTE_SET,Has_DTE_OTHER,Has_Age,GL_NER_Test,GL_Date_Norm_Test,Official_Test_NER,Test_NER_Unused,GL_NER
"MR. CLARKE: Now, the time period that you examined the Los Angeles Police Department's DNA typing results was approximately May of `93 through August of `94?",8/3/1995,355833,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Correct.,8/3/1995,355834,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Or about a 15--15-month time period?,8/3/1995,355835,,,,,,,,"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O']",,['1'],1.0,1,,,1.0,,,,,,1,0,1,0,"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O']"
"DR. GERDES: About that, yes.",8/3/1995,355836,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: How many other laboratories have you examined all of their PCR DQ-Alpha typing strips for a 15-month time period?,8/3/1995,355837,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: For that long a period, none--no other laboratory for that long.",8/3/1995,355838,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Have you examined any other laboratory over a twelve-month period?,8/3/1995,355839,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: Umm, not twelve months, no.",8/3/1995,355840,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: I'm sorry?,8/3/1995,355841,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: No.,8/3/1995,355842,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: The sample that you looked at in this case, as far as the individual strips, approximately how many was that?",8/3/1995,355843,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: How many total strips?,8/3/1995,355844,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Yes, counting every strip that you look at, and a rough estimate is fine if that would make it a little faster at this point?",8/3/1995,355845,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: A little over a thousand.,8/3/1995,355846,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I think it was a 1069 or something like that.,8/3/1995,355847,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Have you ever looked at that many strips in any other laboratory's work?,8/3/1995,355848,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: No.,8/3/1995,355849,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
The closest would be the Department of Justice where I looked at 203.,8/3/1995,355850,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: 203 samples?,8/3/1995,355851,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Strips.,8/3/1995,355852,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: I'm sorry, strips.",8/3/1995,355853,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Over what time period?,8/3/1995,355854,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: I believe theirs was over probably four to five months.,8/3/1995,355855,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Was that a case involving again Mr. Sims?,8/3/1995,355856,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355857,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: As far as your review of the materials in this case, did you speak to Dennis Fung about his evidence collection?",8/3/1995,355858,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: No.,8/3/1995,355859,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Did you speak to Andrea Mazzola?,8/3/1995,355860,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: No.,8/3/1995,355861,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Did you speak to Greg Matheson about evidence collection in this case?,8/3/1995,355862,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: No.,8/3/1995,355863,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Did you speak to any of the employees at the LAPD laboratory about their role in this case in collecting evidence?,8/3/1995,355864,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: No.,8/3/1995,355865,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: As far as your review of the strips and, we will return to the numbers in a moment, did you speak to any of the analysts asking them to help you interpret an individual strip in your review?",8/3/1995,355866,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: I--Collin Yamauchi and myself sat together and I pointed out to him the things that I was observing.,8/3/1995,355867,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Did you ask him questions about how he performed his testing as far as interpreting alleles on strips?,8/3/1995,355868,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: No.,8/3/1995,355869,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I told him my interpretation and he with us present to respond and at that time he didn't.,8/3/1995,355870,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: And I'm sorry, I didn't hear the last answer?",8/3/1995,355871,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: I told him my interpretation.,8/3/1995,355872,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"We were sitting there together and I would say ""This is a weak dot that I'm concerned about,"" and we go through page by page, ""This is what I'm concerned about,"" and there was--I think he made note of those things, but I don't even know if he made official note of those, but he was certainly there at the time.",8/3/1995,355873,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Did you ask him questions about how he interpreted things?,8/3/1995,355874,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: No.,8/3/1995,355875,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: As far as any scientific test, let's use DNA typing, is it in your view important to learn how to use a test?",8/3/1995,355876,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355877,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Is it important to gain experience in using a test?,8/3/1995,355878,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: It is--yes.,8/3/1995,355879,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Is there a training period for use of any scientific test?,8/3/1995,355880,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355881,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Is it important to have actual physical hands-on use, hands-on work using a technique to be able to perform that technique?",8/3/1995,355882,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: If you are going to perform the technique, yes, but in interpretation of scientific data, that is the nature of science.",8/3/1995,355883,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It should result in a documented piece of paper or evidence or result that can be independently analyzed by another individual who is familiar with the way--familiar with the interpretation of those results.,8/3/1995,355884,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: In your view is it important to have experience in actually using a technique to be able to interpret it, as you have done in this case?",8/3/1995,355885,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: No.,8/3/1995,355886,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: In your view then it is not important at all for you to ever have performed one of these forensic analyses?,8/3/1995,355887,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: The--the interpretation of the strips are fairly straightforward.,8/3/1995,355888,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I don't feel that is necessary.,8/3/1995,355889,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Now, as far as the LAPD's casework, when did it actually begin, in other words, accepting cases, performing DNA typing, that is PCR DQ-Alpha typing in actual cases?",8/3/1995,355890,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: I believe it was--let me see if I have it here.,8/3/1995,355891,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
For DQ-Alpha?,8/3/1995,355892,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Yes.,8/3/1995,355893,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355894,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: For-- DR. GERDES: For LAPD?,8/3/1995,355895,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Yes.,8/3/1995,355896,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: They began accepting cases for HLH DQ-Alpha on October 13th, 1993.",8/3/1995,355897,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: You, as a result of examining these strips that you described yesterday, created a chart; is that right?",8/3/1995,355898,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355899,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: By chart I'm referring to a document of several pages cetera in which you note a particular strip on a particular run and then a few comments about that run, correct?",8/3/1995,355900,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: The--yes, the typing result that was recorded and a comment on that.",8/3/1995,355901,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: And you reviewed all of the LAPD PCR DQ-Alpha typing strips, correct?",8/3/1995,355902,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: All of them they showed me.,8/3/1995,355903,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Did you review all of the strips in their validation study?,8/3/1995,355904,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355905,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Did you review all of the strips in their proficiency tests?,8/3/1995,355906,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355907,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Did you review all of the strips relating to their Korean database tests?,8/3/1995,355908,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: All of them they gave me.,8/3/1995,355909,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I don't think I have the entire database, but in that time frame.",8/3/1995,355910,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Well, as far as their strips, how are they kept at their laboratory?",8/3/1995,355911,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"In other words, what did you physically look at?",8/3/1995,355912,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: I looked at a book very similar to what I have here, which is a run book which shows each--you know, day by day what the run and the strip looked like.",8/3/1995,355913,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: And then what would be on a page?,8/3/1995,355914,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: Umm, the page has a photo of the strips and it also has the recorded typing result and the name of the analyst, the date.",8/3/1995,355915,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: And several other pieces of information?,8/3/1995,355916,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355917,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I can tell you exactly if you would like.,8/3/1995,355918,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Well, I don't know that we need all the details, but is it correct to say for now that there is identifying information about what hybridization record it is?",8/3/1995,355919,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: Yes, there is a hybridization number.",8/3/1995,355920,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"There are two numbers and item number, a description of the item and then the hybridization volume, the results and also there are items about the lot numbers of specific reagents that were used to produce that result.",8/3/1995,355921,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: And I believe you described yesterday that you reviewed during this time period of May, `93, through August of `94, all of the LAPD DNA laboratory casework strips, correct?",8/3/1995,355922,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: I--I'm not--I don't believe I was shown all of the casework strips, but all of them that I was shown I reviewed, yes.",8/3/1995,355923,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Well, when you went through these books, were they--was it more than one binder?",8/3/1995,355924,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: Yes, it was.",8/3/1995,355925,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: And these records have a hybridization record number, correct?",8/3/1995,355926,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Correct.,8/3/1995,355927,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: They started at what number?,8/3/1995,355928,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: That I looked at?,8/3/1995,355929,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Yes.,8/3/1995,355930,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: 1.,8/3/1995,355931,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: And continued through what number?,8/3/1995,355932,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: 261.,8/3/1995,355933,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: So if you were done looking at page 1, would you look at page 2, correct?",8/3/1995,355934,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355935,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: And so on through 261?,8/3/1995,355936,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355937,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Did you encounter any missing numbers?,8/3/1995,355938,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: There are a few, but I believe they have to do with the fact that they were polymarker runs that were incorporated in here which were given a sequence number and that wouldn't be counted as DQ-Alpha.",8/3/1995,355939,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Okay.,8/3/1995,355940,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So from this 1 through 261 you would look at each of the pages that involved DQ-Alpha typing and if a page involved polymarker typing you didn't look at it, you would go to the next hybridization as well as-- DR. GERDES: I looked at some of these as well.",8/3/1995,355941,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I didn't analyze those in as systematic a way as I did this.,8/3/1995,355942,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: So you had an opportunity to look at all the polymarker results in the LAPD laboratory as well; is that right?,8/3/1995,355943,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355944,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: You also in fact did review them?,8/3/1995,355945,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: I did not have time to review those.,8/3/1995,355946,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Did you in fact create any chart or document about polymarker results by the LAPD laboratory during this August through--May `93, through August of `94, time period?",8/3/1995,355947,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: No, I didn't create a chart.",8/3/1995,355948,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Now, as far as the term ""Run,"" ""Hybridization run,"" that term was used yesterday by you, correct?",8/3/1995,355949,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355950,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: What does a run mean to you?,8/3/1995,355951,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: Well, the strip--each strip is one sample and a run would be all of the particular strips that were run on a given day.",8/3/1995,355952,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: In other words, the thermalcycler holds up to 96 samples, correct?",8/3/1995,355953,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355954,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: A hybridization record will only have as many as eight strips results, correct?",8/3/1995,355955,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Correct.,8/3/1995,355956,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: So a run may include one page of strips or several pages of strips; is that right?,8/3/1995,355957,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: That's true.,8/3/1995,355958,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: As far as a run being in one day, what if two separate runs in the thermalcycler were done on the same day, how would you deal with that?",8/3/1995,355959,,,,,,,,"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['1'],1.0,,,,,,,,,,1,0,0,1,
DR. GERDES: (No audible response.),8/3/1995,355960,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: How would you count it?,8/3/1995,355961,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: If it was the same date?,8/3/1995,355962,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Yes.,8/3/1995,355963,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: If it was by a different analyst, I would consider it as a different run, otherwise it would be considered as the same.",8/3/1995,355964,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Okay.,8/3/1995,355965,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So if there is two analysts, one using the thermalcycler and then another one later using the thermalcycler, that is two runs?",8/3/1995,355966,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: I went pretty much by date.,8/3/1995,355967,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"One day, even if there were two people, that would still be considered one run, one day; one run.",8/3/1995,355968,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Okay.,8/3/1995,355969,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So when, for instance, there were charts--and I believe you testified yesterday--you did testify yesterday about contamination by run.",8/3/1995,355970,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Do you recall that?,8/3/1995,355971,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355972,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: That run may actually be two separate runs, correct?",8/3/1995,355973,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355974,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"It is by date, so everything that was done on a particular day is considered a run.",8/3/1995,355975,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: All right.,8/3/1995,355976,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Even though it may be two runs on that day; is that correct?,8/3/1995,355977,,,,,,,,"['O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O']",,['1'],1.0,1,,,,,1.0,,,,1,0,1,0,"['O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O']"
"DR. GERDES: In your definition, yeah.",8/3/1995,355978,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Well, run was by your definition, correct?",8/3/1995,355979,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355980,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Is the chart then inaccurate by using the term ""Run"" as you have described it?",8/3/1995,355981,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: No, I don't believe so.",8/3/1995,355982,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I mean, there is very rare if I can look through this.",8/3/1995,355983,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Brief pause.),8/3/1995,355984,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
(Discussion held off the record between the Deputy District Attorneys.),8/3/1995,355985,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: On a quick look through here I don't see a single day where both analysts ran on the same day.,8/3/1995,355986,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Okay.,8/3/1995,355987,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
At this point it is your testimony from your review of your material briefly that you don't believe there was more than one run by two different analysts on the same day?,8/3/1995,355988,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: On a quick read-through of the table I believe that is the case.,8/3/1995,355989,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Okay.,8/3/1995,355990,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"If in fact there were two runs by an analyst, that is by two analysts, two different analysts on the same day, wouldn't your charts about contamination by runs be wrong?",8/3/1995,355991,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: No.,8/3/1995,355992,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: Even though they are two separate runs?,8/3/1995,355993,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: The point really is you are getting confused in terms of--you are making too big a deal out of this ""Run"" definition.",8/3/1995,355994,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"The point behind this is to look at time, what happened on a given day, what is in that lab on that given day, what is in the lab the next day, what is in the lab across time over the course of a month.",8/3/1995,355995,25.0,"[{'timex-value': 'P1D', 'start': 67, 'end': 70, 'text': 'day', 'type': 'DURATION', 'value': 'P1D'}, {'timex-value': 'P1D', 'start': 106, 'end': 109, 'text': 'day', 'type': 'DURATION', 'value': 'P1D'}, {'timex-value': '1995-08-04', 'start': 130, 'end': 142, 'text': 'the next day', 'type': 'DATE', 'value': '1995-08-04'}, {'timex-value': 'P1M', 'start': 194, 'end': 201, 'text': 'a month', 'type': 'DURATION', 'value': 'P1M'}]","[{'text': 'the next day', 'tid': 't1', 'type': 'DATE', 'value': '1995-08-04', 'span': [130, 142]}, {'text': 'a month', 'tid': 't3', 'type': 'DURATION', 'value': 'P1M', 'span': [194, 201]}]","['P1D', 'P1D', 'XXXX-XX-XX', 'P1M']","['P1D', 'P1D', 'XXXX-XX-XX', 'P1M']",,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The O', 'point O', 'behind O', 'this O', 'is O', 'to O', 'look O', 'at O', 'time O', ', O', 'what O', 'happened O', 'on O', 'a B-DATE', 'given I-DATE', 'day E-DATE', ', O', 'what O', 'is O', 'in O', 'that O', 'lab O', 'on O', 'that B-DATE', 'given I-DATE', 'day E-DATE', ', O', 'what O', 'is O', 'in O', 'the O', 'lab O', 'the B-DATE', 'next I-DATE', 'day E-DATE', ', O', 'what O', 'is O', 'in O', 'the O', 'lab O', 'across O', 'time O', 'over B-DATE', 'the I-DATE', 'course I-DATE', 'of I-DATE', 'a I-DATE', 'month E-DATE', '. O']",['1'],1.0,1,,,1.0,,,,,,1,1,1,0,"['The O', 'point O', 'behind O', 'this O', 'is O', 'to O', 'look O', 'at O', 'time O', ', O', 'what O', 'happened O', 'on O', 'a B-DATE', 'given I-DATE', 'day E-DATE', ', O', 'what O', 'is O', 'in O', 'that O', 'lab O', 'on O', 'that B-DATE', 'given I-DATE', 'day E-DATE', ', O', 'what O', 'is O', 'in O', 'the O', 'lab O', 'the B-DATE', 'next I-DATE', 'day E-DATE', ', O', 'what O', 'is O', 'in O', 'the O', 'lab O', 'across O', 'time O', 'over B-DATE', 'the I-DATE', 'course I-DATE', 'of I-DATE', 'a I-DATE', 'month E-DATE', '. O']"
And so that is the thing that is really critical here in terms of what kind of contamination is occurring on different days.,8/3/1995,355996,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. CLARKE: You've already described on those charts contamination by strips.,8/3/1995,355997,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Do you recall that?,8/3/1995,355998,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: Yes.,8/3/1995,355999,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: That is by individual strips; not by runs, correct?",8/3/1995,356000,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
DR. GERDES: That's correct.,8/3/1995,356001,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: That is something different than contamination by runs, correct?",8/3/1995,356002,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"DR. GERDES: Well, I believe I told--I titled it contamination and artifact by strip and that tells you how often--that gives you an idea or a sense of how often you see additional dots indicating additional human DNA in terms of just looking at every every step and asking that simple question.",8/3/1995,356003,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Is there a dot there that shouldn't be there?,8/3/1995,356004,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. CLARKE: Dr. Gerdes, if your definition is a run is a run done by a single analyst and two different analysts perform runs on the same day and you treat that as one run, doesn't that make your chart wrong?",8/3/1995,356005,,,,,,,,"['O', 'O', 'S-PERSON', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['1'],1.0,,,,,,,,,,1,0,0,1,
DR. GERDES: It may be wrong by one item in the--in that particular entry.,8/3/1995,356006,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I don't believe so.,8/3/1995,356007,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I just checked through here and I don't think there this is a date where a single--you know, two analysts ran on the same day.",8/3/1995,356008,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
